x,y,z
-0.9211694598197937,-0.05000000074505806,-0.3076292872428894
-0.9711694717407227,-0.05000000074505806,-0.28960976004600525
-0.8500000238418579,-0.75,-0.3332780599594116
-0.8500000238418579,-0.6500000357627869,-0.3332780599594116
-0.8500000238418579,-0.550000011920929,-0.3332780599594116
-0.8500000238418579,-0.45000001788139343,-0.3332780599594116
-0.8500000238418579,-0.3499999940395355,-0.3332780599594116
-0.8500000238418579,-0.25,-0.3332780599594116
-0.8500000238418579,-0.15000000596046448,-0.3332780599594116
-0.8500000238418579,-0.05000000074505806,-0.3332780599594116
-0.75,-1.0000001192092896,-0.30000025033950806
-0.75,-1.0000001192092896,-0.25
-0.75,-1.0000001192092896,-0.15000000596046448
-0.75,-1.0000001192092896,-0.05000000074505806
-0.75,-0.949999988079071,-0.33465880155563354
-0.75,-0.8500000238418579,-0.36931708455085754
-0.600000262260437,-1.0,-0.40000006556510925
-0.6400001645088196,-1.0000001192092896,-0.340000182390213
-0.6500000357627869,-1.0000001192092896,-0.25
-0.6500000357627869,-1.0000001192092896,-0.15000000596046448
-0.6500000357627869,-1.0000001192092896,-0.05000000074505806
-0.616215705871582,-0.949999988079071,-0.40584394335746765
-0.666215717792511,-0.949999988079071,-0.3718343675136566
-0.6324310302734375,-0.8500000238418579,-0.41168782114982605
-0.6824309825897217,-0.8500000238418579,-0.3936682939529419
-0.550000011920929,-1.0000001192092896,-0.40000009536743164
-0.550000011920929,-1.0000001192092896,-0.3499999940395355
-0.550000011920929,-1.0000001192092896,-0.25
-0.550000011920929,-1.0000001192092896,-0.15000000596046448
-0.550000011920929,-1.0000001192092896,-0.05000000074505806
-0.550000011920929,-0.949999988079071,-0.4206976890563965
-0.550000011920929,-0.8500000238418579,-0.4413951635360718
-0.45000001788139343,-1.0000001192092896,-0.4000006318092346
-0.45000001788139343,-1.0000001192092896,-0.3499999940395355
-0.45000001788139343,-1.0000001192092896,-0.25
-0.45000001788139343,-1.0000001192092896,-0.15000000596046448
-0.45000001788139343,-1.0000001192092896,-0.05000000074505806
-0.45000001788139343,-0.949999988079071,-0.43871772289276123
-0.45000001788139343,-0.8500000238418579,-0.4774341881275177
-0.30000075697898865,-1.0,-0.5000000596046448
-0.3400004506111145,-1.0000001192092896,-0.44000044465065
-0.3499999940395355,-1.0000001192092896,-0.3499999940395355
-0.3499999940395355,-1.0000001192092896,-0.25
-0.3499999940395355,-1.0000001192092896,-0.15000000596046448
-0.3499999940395355,-1.0000001192092896,-0.05000000074505806
-0.3218468427658081,-0.949999988079071,-0.5078732371330261
-0.3718468248844147,-0.949999988079071,-0.47386398911476135
-0.3436925411224365,-0.8500000238418579,-0.5157463550567627
-0.3936925232410431,-0.8500000238418579,-0.4977268576622009
-0.25,-1.0000001192092896,-0.5000001192092896
-0.25,-1.0000001192092896,-0.45000001788139343
-0.25,-1.0000001192092896,-0.3499999940395355
-0.25,-1.0000001192092896,-0.25
-0.25,-1.0000001192092896,-0.15000000596046448
-0.25,-1.0000001192092896,-0.05000000074505806
-0.25,-0.949999988079071,-0.5247562527656555
-0.25,-0.8500000238418579,-0.5495122671127319
-0.10000010579824448,-1.0,-0.6000000238418579
-0.14000006020069122,-1.0000001192092896,-0.5400000810623169
-0.15000000596046448,-1.0000001192092896,-0.45000001788139343
-0.15000000596046448,-1.0000001192092896,-0.3499999940395355
-0.15000000596046448,-1.0000001192092896,-0.25
-0.15000000596046448,-1.0000001192092896,-0.15000000596046448
-0.15000000596046448,-1.0000001192092896,-0.05000000074505806
-0.10247710347175598,-0.949999988079071,-0.6008927226066589
-0.15247710049152374,-0.949999988079071,-0.5668830275535583
-0.10495404899120331,-0.8500000238418579,-0.60178542137146
-0.15495404601097107,-0.8500000238418579,-0.5837658643722534
-0.05000000074505806,-1.0000001192092896,-0.6000000834465027
-0.05000000074505806,-1.0000001192092896,-0.550000011920929
-0.05000000074505806,-1.0000001192092896,-0.45000001788139343
-0.05000000074505806,-1.0000001192092896,-0.3499999940395355
-0.05000000074505806,-1.0000001192092896,-0.25
-0.05000000074505806,-1.0000001192092896,-0.15000000596046448
-0.05000000074505806,-1.0000001192092896,-0.05000000074505806
-0.05000000074505806,-0.949999988079071,-0.6107951998710632
-0.05000000074505806,-0.8500000238418579,-0.6215903162956238
-0.75,-0.75,-0.36931708455085754
-0.75,-0.6500000357627869,-0.36931708455085754
-0.75,-0.550000011920929,-0.36931708455085754
-0.75,-0.45000001788139343,-0.36931708455085754
-0.75,-0.3499999940395355,-0.36931708455085754
-0.75,-0.25,-0.36931708455085754
-0.75,-0.15000000596046448,-0.36931708455085754
-0.75,-0.05000000074505806,-0.36931708455085754
-0.6324310302734375,-0.75,-0.41168782114982605
-0.6824309825897217,-0.75,-0.3936682939529419
-0.6324310302734375,-0.6500000357627869,-0.41168782114982605
-0.6824309825897217,-0.6500000357627869,-0.3936682939529419
-0.6324310302734375,-0.550000011920929,-0.41168782114982605
-0.6824309825897217,-0.550000011920929,-0.3936682939529419
-0.6324310302734375,-0.45000001788139343,-0.41168782114982605
-0.6824309825897217,-0.45000001788139343,-0.3936682939529419
-0.6324310302734375,-0.3499999940395355,-0.41168782114982605
-0.6824309825897217,-0.3499999940395355,-0.3936682939529419
-0.6324310302734375,-0.25,-0.41168782114982605
-0.6824309825897217,-0.25,-0.3936682939529419
-0.6324310302734375,-0.15000000596046448,-0.41168782114982605
-0.6824309825897217,-0.15000000596046448,-0.3936682939529419
-0.6324310302734375,-0.05000000074505806,-0.41168782114982605
-0.6824309825897217,-0.05000000074505806,-0.3936682939529419
-0.550000011920929,-0.75,-0.4413951635360718
-0.550000011920929,-0.6500000357627869,-0.4413951635360718
-0.550000011920929,-0.550000011920929,-0.4413951635360718
-0.550000011920929,-0.45000001788139343,-0.4413951635360718
-0.550000011920929,-0.3499999940395355,-0.4413951635360718
-0.550000011920929,-0.25,-0.4413951635360718
-0.550000011920929,-0.15000000596046448,-0.4413951635360718
-0.550000011920929,-0.05000000074505806,-0.4413951635360718
-0.45000001788139343,-0.75,-0.4774341881275177
-0.45000001788139343,-0.6500000357627869,-0.4774341881275177
-0.45000001788139343,-0.550000011920929,-0.4774341881275177
-0.45000001788139343,-0.45000001788139343,-0.4774341881275177
-0.45000001788139343,-0.3499999940395355,-0.4774341881275177
-0.45000001788139343,-0.25,-0.4774341881275177
-0.45000001788139343,-0.15000000596046448,-0.4774341881275177
-0.45000001788139343,-0.05000000074505806,-0.4774341881275177
-0.3436925411224365,-0.75,-0.5157463550567627
-0.3936925232410431,-0.75,-0.4977268576622009
-0.3436925411224365,-0.6500000357627869,-0.5157463550567627
-0.3936925232410431,-0.6500000357627869,-0.4977268576622009
-0.3436925411224365,-0.550000011920929,-0.5157463550567627
-0.3936925232410431,-0.550000011920929,-0.4977268576622009
-0.3436925411224365,-0.45000001788139343,-0.5157463550567627
-0.3936925232410431,-0.45000001788139343,-0.4977268576622009
-0.3436925411224365,-0.3499999940395355,-0.5157463550567627
-0.3936925232410431,-0.3499999940395355,-0.4977268576622009
-0.3436925411224365,-0.25,-0.5157463550567627
-0.3936925232410431,-0.25,-0.4977268576622009
-0.3436925411224365,-0.15000000596046448,-0.5157463550567627
-0.3936925232410431,-0.15000000596046448,-0.4977268576622009
-0.3436925411224365,-0.05000000074505806,-0.5157463550567627
-0.3936925232410431,-0.05000000074505806,-0.4977268576622009
-0.25,-0.75,-0.5495122671127319
-0.25,-0.6500000357627869,-0.5495122671127319
-0.25,-0.550000011920929,-0.5495122671127319
-0.25,-0.45000001788139343,-0.5495122671127319
-0.25,-0.3499999940395355,-0.5495122671127319
-0.25,-0.25,-0.5495122671127319
-0.25,-0.15000000596046448,-0.5495122671127319
-0.25,-0.05000000074505806,-0.5495122671127319
-0.10495404899120331,-0.75,-0.60178542137146
-0.15495404601097107,-0.75,-0.5837658643722534
-0.10495404899120331,-0.6500000357627869,-0.60178542137146
-0.15495404601097107,-0.6500000357627869,-0.5837658643722534
-0.10495404899120331,-0.550000011920929,-0.60178542137146
-0.15495404601097107,-0.550000011920929,-0.5837658643722534
-0.10495404899120331,-0.45000001788139343,-0.60178542137146
-0.15495404601097107,-0.45000001788139343,-0.5837658643722534
-0.10495404899120331,-0.3499999940395355,-0.60178542137146
-0.15495404601097107,-0.3499999940395355,-0.5837658643722534
-0.10495404899120331,-0.25,-0.60178542137146
-0.15495404601097107,-0.25,-0.5837658643722534
-0.10495404899120331,-0.15000000596046448,-0.60178542137146
-0.15495404601097107,-0.15000000596046448,-0.5837658643722534
-0.10495404899120331,-0.05000000074505806,-0.60178542137146
-0.15495404601097107,-0.05000000074505806,-0.5837658643722534
-0.05000000074505806,-0.75,-0.6215903162956238
-0.05000000074505806,-0.6500000357627869,-0.6215903162956238
-0.05000000074505806,-0.550000011920929,-0.6215903162956238
-0.05000000074505806,-0.45000001788139343,-0.6215903162956238
-0.05000000074505806,-0.3499999940395355,-0.6215903162956238
-0.05000000074505806,-0.25,-0.6215903162956238
-0.05000000074505806,-0.15000000596046448,-0.6215903162956238
-0.05000000074505806,-0.05000000074505806,-0.6215903162956238
-28.30000114440918,-1.0,8.300000190734863
-28.30000114440918,-1.0000001192092896,8.350000381469727
-28.30000114440918,-1.0000001192092896,8.449999809265137
-28.30000114440918,-1.0000001192092896,8.550000190734863
-28.30000114440918,-1.0000001192092896,8.65000057220459
-28.30000114440918,-1.0000001192092896,8.75
-28.312519073486328,-0.949999988079071,8.291621208190918
